date,icb_industry_label,slot_count,value_weight,daily_total_slots,slot_share,weight_share
2025-09-30,Industrials,4,0.11206449656077178,20,0.2,0.11206449656077178
2025-09-30,Technology,9,0.6697189399091099,20,0.45,0.6697189399091099
2025-09-30,Telecommunications,1,0.01610311931116908,20,0.05,0.01610311931116908
2025-10-01,Consumer Discretionary,2,0.034578001573417505,20,0.1,0.034578001573417505
2025-10-01,Financials,1,0.06190366301200353,20,0.05,0.06190366301200353
2025-10-01,Health Care,3,0.10616462897913634,20,0.15,0.10616462897913634
2025-10-01,Industrials,4,0.11270751505743976,20,0.2,0.11270751505743976
2025-10-01,Technology,9,0.6684383838800222,20,0.45,0.6684383838800222
2025-10-01,Telecommunications,1,0.01620780749798093,20,0.05,0.01620780749798093
2025-10-02,Consumer Discretionary,2,0.03396304975387858,20,0.1,0.03396304975387858
2025-10-02,Financials,2,0.07211269091271655,20,0.1,0.07211269091271655
2025-10-02,Health Care,2,0.10128750868499883,20,0.1,0.10128750868499883
2025-10-02,Industrials,4,0.11311259210329618,20,0.2,0.11311259210329618
2025-10-02,Technology,9,0.6631256629733792,20,0.45,0.6631256629733792
2025-10-02,Telecommunications,1,0.01639849557173069,20,0.05,0.01639849557173069
2025-10-03,Consumer Discretionary,2,0.03329646119633724,20,0.1,0.03329646119633724
2025-10-03,Financials,2,0.0706925930259103,20,0.1,0.0706925930259103
2025-10-03,Health Care,2,0.10773072532297795,20,0.1,0.10773072532297795
2025-10-03,Industrials,4,0.11331126186175432,20,0.2,0.11331126186175432
2025-10-03,Technology,9,0.6583055711684387,20,0.45,0.6583055711684387
2025-10-03,Telecommunications,1,0.016663387424581406,20,0.05,0.016663387424581406
2025-10-06,Consumer Discretionary,2,0.033464028055112366,20,0.1,0.033464028055112366
2025-10-06,Financials,2,0.07077434726738724,20,0.1,0.07077434726738724
2025-10-06,Health Care,2,0.10589177316869541,20,0.1,0.10589177316869541
2025-10-06,Industrials,4,0.11324717081753863,20,0.2,0.11324717081753863
2025-10-06,Technology,9,0.6605181059916467,20,0.45,0.6605181059916467
2025-10-06,Telecommunications,1,0.016104574699619373,20,0.05,0.016104574699619373
2025-10-07,Consumer Discretionary,2,0.03351519703994121,20,0.1,0.03351519703994121
2025-10-07,Financials,2,0.07147993106514529,20,0.1,0.07147993106514529
2025-10-07,Health Care,2,0.10738700600988334,20,0.1,0.10738700600988334
2025-10-07,Industrials,4,0.11403392509953925,20,0.2,0.11403392509953925
2025-10-07,Technology,9,0.6573286482698537,20,0.45,0.6573286482698537
2025-10-07,Telecommunications,1,0.0162552925156372,20,0.05,0.0162552925156372
2025-10-08,Consumer Discretionary,2,0.03396342686276511,20,0.1,0.03396342686276511
2025-10-08,Financials,2,0.07089844307596337,20,0.1,0.07089844307596337
2025-10-08,Health Care,2,0.10659275029624904,20,0.1,0.10659275029624904
2025-10-08,Industrials,4,0.11350008553083449,20,0.2,0.11350008553083449
2025-10-08,Technology,9,0.6584437178449702,20,0.45,0.6584437178449702
2025-10-08,Telecommunications,1,0.016601576389217835,20,0.05,0.016601576389217835
2025-10-09,Consumer Discretionary,2,0.03327602729736803,20,0.1,0.03327602729736803
2025-10-09,Financials,2,0.07175730712040218,20,0.1,0.07175730712040218
2025-10-09,Health Care,2,0.10768118214360595,20,0.1,0.10768118214360595
2025-10-09,Industrials,4,0.11447247478895649,20,0.2,0.11447247478895649
2025-10-09,Technology,9,0.6565589257114303,20,0.45,0.6565589257114303
2025-10-09,Telecommunications,1,0.016254082938237074,20,0.05,0.016254082938237074
2025-10-10,Basic Materials,1,0.014776024456605441,20,0.05,0.014776024456605441
2025-10-10,Consumer Discretionary,3,0.21160887230624656,20,0.15,0.21160887230624656
2025-10-10,Financials,1,0.04660711084767042,20,0.05,0.04660711084767042
2025-10-10,Health Care,1,0.054141133014020376,20,0.05,0.054141133014020376
2025-10-10,Industrials,4,0.08756514240927779,20,0.2,0.08756514240927779
2025-10-10,Technology,9,0.5719239626521574,20,0.45,0.5719239626521574
2025-10-10,Telecommunications,1,0.013377754314022033,20,0.05,0.013377754314022033
2025-10-13,Consumer Discretionary,1,0.05271678537309683,20,0.05,0.05271678537309683
2025-10-13,Financials,2,0.08128769619806205,20,0.1,0.08128769619806205
2025-10-13,Health Care,1,0.08181242438859028,20,0.05,0.08181242438859028
2025-10-13,Industrials,3,0.07037918497667306,20,0.15,0.07037918497667306
2025-10-13,Technology,11,0.6816068528755869,20,0.55,0.6816068528755869
2025-10-13,Telecommunications,1,0.020097969920357936,20,0.05,0.020097969920357936
2025-10-13,Utilities,1,0.012099086267633069,20,0.05,0.012099086267633069
2025-10-14,Consumer Discretionary,1,0.008353760804894932,20,0.05,0.008353760804894932
2025-10-14,Financials,2,0.07400640415785797,20,0.1,0.07400640415785797
2025-10-14,Health Care,3,0.13602014298707024,20,0.15,0.13602014298707024
2025-10-14,Industrials,4,0.12713352096913932,20,0.2,0.12713352096913932
2025-10-14,Technology,9,0.6349722682404718,20,0.45,0.6349722682404718
2025-10-14,Telecommunications,1,0.019513902840565818,20,0.05,0.019513902840565818
2025-10-15,Consumer Discretionary,2,0.05009673211653136,20,0.1,0.05009673211653136
2025-10-15,Financials,1,0.06494222785811099,20,0.05,0.06494222785811099
2025-10-15,Health Care,3,0.1281863375964723,20,0.15,0.1281863375964723
2025-10-15,Industrials,4,0.12223046047702273,20,0.2,0.12223046047702273
2025-10-15,Technology,9,0.6167967754123284,20,0.45,0.6167967754123284
2025-10-15,Telecommunications,1,0.017747466539534372,20,0.05,0.017747466539534372
2025-10-16,Consumer Discretionary,1,0.04418596190804848,20,0.05,0.04418596190804848
2025-10-16,Financials,1,0.05866347407610342,20,0.05,0.05866347407610342
2025-10-16,Health Care,1,0.06596827961588356,20,0.05,0.06596827961588356
2025-10-16,Industrials,5,0.12636081999138046,20,0.25,0.12636081999138046
2025-10-16,Technology,11,0.6898543471361367,20,0.55,0.6898543471361367
2025-10-16,Telecommunications,1,0.014967117272447485,20,0.05,0.014967117272447485
2025-10-17,Financials,1,0.06352581836863898,20,0.05,0.06352581836863898
2025-10-17,Health Care,2,0.08175392291732897,20,0.1,0.08175392291732897
2025-10-17,Industrials,4,0.12062053698701661,20,0.2,0.12062053698701661
2025-10-17,Technology,11,0.705654929859647,20,0.55,0.705654929859647
2025-10-17,Telecommunications,1,0.01672951703237761,20,0.05,0.01672951703237761
2025-10-17,Utilities,1,0.011715274834990934,20,0.05,0.011715274834990934
2025-10-20,Consumer Discretionary,1,0.03332359104891937,20,0.05,0.03332359104891937
2025-10-20,Financials,1,0.04477341128190754,20,0.05,0.04477341128190754
2025-10-20,Health Care,1,0.05152817107319095,20,0.05,0.05152817107319095
2025-10-20,Industrials,5,0.11784039322544806,20,0.25,0.11784039322544806
2025-10-20,Technology,11,0.7403408800662774,20,0.55,0.7403408800662774
2025-10-20,Telecommunications,1,0.0121935533042567,20,0.05,0.0121935533042567
2025-10-21,Consumer Discretionary,1,0.09223847670671331,20,0.05,0.09223847670671331
2025-10-21,Financials,1,0.04285478547841764,20,0.05,0.04285478547841764
2025-10-21,Health Care,1,0.047969664423998824,20,0.05,0.047969664423998824
2025-10-21,Industrials,4,0.08121042747467536,20,0.2,0.08121042747467536
2025-10-21,Technology,12,0.7243720705889987,20,0.6,0.7243720705889987
2025-10-21,Telecommunications,1,0.011354575327196269,20,0.05,0.011354575327196269
2025-10-22,Consumer Discretionary,1,0.09801042676831935,20,0.05,0.09801042676831935
2025-10-22,Financials,1,0.044674515513178796,20,0.05,0.044674515513178796
2025-10-22,Health Care,1,0.05042855685966246,20,0.05,0.05042855685966246
2025-10-22,Industrials,4,0.08542208682095188,20,0.2,0.08542208682095188
2025-10-22,Technology,12,0.7093384599991408,20,0.6,0.7093384599991408
2025-10-22,Telecommunications,1,0.012125954038746495,20,0.05,0.012125954038746495
2025-10-23,Consumer Discretionary,1,0.038616987549024775,20,0.05,0.038616987549024775
2025-10-23,Financials,1,0.04951583731639006,20,0.05,0.04951583731639006
2025-10-23,Health Care,1,0.05555837423210783,20,0.05,0.05555837423210783
2025-10-23,Industrials,4,0.0955253849793107,20,0.2,0.0955253849793107
2025-10-23,Technology,12,0.7473168893703083,20,0.6,0.7473168893703083
2025-10-23,Telecommunications,1,0.013466526552858477,20,0.05,0.013466526552858477
2025-10-24,Financials,1,0.04977335401501483,20,0.05,0.04977335401501483
2025-10-24,Health Care,2,0.07045866745507852,20,0.1,0.07045866745507852
2025-10-24,Industrials,5,0.13188548047505746,20,0.25,0.13188548047505746
2025-10-24,Technology,11,0.7343000200389651,20,0.55,0.7343000200389651
2025-10-24,Telecommunications,1,0.013582478015884065,20,0.05,0.013582478015884065
2025-10-27,Consumer Discretionary,1,0.1425222198061307,20,0.05,0.1425222198061307
2025-10-27,Financials,1,0.04057687404930278,20,0.05,0.04057687404930278
2025-10-27,Health Care,2,0.05864382078637043,20,0.1,0.05864382078637043
2025-10-27,Industrials,6,0.11852387989069466,20,0.3,0.11852387989069466
2025-10-27,Technology,9,0.6281554214600229,20,0.45,0.6281554214600229
2025-10-27,Telecommunications,1,0.011577784007478466,20,0.05,0.011577784007478466
2025-10-28,Consumer Discretionary,2,0.11326594035211741,20,0.1,0.11326594035211741
2025-10-28,Financials,1,0.01050854412050993,20,0.05,0.01050854412050993
2025-10-28,Health Care,2,0.03930057693455562,20,0.1,0.03930057693455562
2025-10-28,Industrials,4,0.06384353758387892,20,0.2,0.06384353758387892
2025-10-28,Technology,10,0.7652884666328696,20,0.5,0.7652884666328696
2025-10-28,Telecommunications,1,0.007792934376068485,20,0.05,0.007792934376068485
2025-10-29,Consumer Discretionary,3,0.1606080835540482,20,0.15,0.1606080835540482
2025-10-29,Financials,1,0.0003820111716374382,20,0.05,0.0003820111716374382
2025-10-29,Health Care,3,0.04368320098941894,20,0.15,0.04368320098941894
2025-10-29,Industrials,5,0.09168944469718589,20,0.25,0.09168944469718589
2025-10-29,Technology,8,0.7036372595877094,20,0.4,0.7036372595877094
2025-10-30,Consumer Discretionary,2,0.0028211863863909694,20,0.1,0.0028211863863909694
2025-10-30,Energy,1,0.0001092837659903157,20,0.05,0.0001092837659903157
2025-10-30,Financials,3,0.03874314456914128,20,0.15,0.03874314456914128
2025-10-30,Health Care,4,0.11377559811004874,20,0.2,0.11377559811004874
2025-10-30,Industrials,4,0.09615956308381983,20,0.2,0.09615956308381983
2025-10-30,Technology,5,0.7067757390792543,20,0.25,0.7067757390792543
2025-10-30,Telecommunications,1,0.04161548500535461,20,0.05,0.04161548500535461
2025-10-31,Basic Materials,1,0.011332288153869647,20,0.05,0.011332288153869647
2025-10-31,Consumer Discretionary,2,0.010568877935446775,20,0.1,0.010568877935446775
2025-10-31,Consumer Staples,1,0.07268954062125683,20,0.05,0.07268954062125683
2025-10-31,Energy,1,0.005833970924948887,20,0.05,0.005833970924948887
2025-10-31,Financials,3,0.2116300134573996,20,0.15,0.2116300134573996
2025-10-31,Health Care,4,0.21306347855049568,20,0.2,0.21306347855049568
2025-10-31,Industrials,4,0.4307476247435909,20,0.2,0.4307476247435909
2025-10-31,Technology,1,0.013216416687692625,20,0.05,0.013216416687692625
2025-10-31,Telecommunications,1,0.006599910634544259,20,0.05,0.006599910634544259
2025-10-31,Utilities,2,0.024317878290754685,20,0.1,0.024317878290754685
2025-11-03,Consumer Discretionary,2,0.013448283815970668,20,0.1,0.013448283815970668
2025-11-03,Financials,2,0.0045366347307483675,20,0.1,0.0045366347307483675
2025-11-03,Health Care,3,0.036679677216855375,20,0.15,0.036679677216855375
2025-11-03,Industrials,5,0.2558176214772107,20,0.25,0.2558176214772107
2025-11-03,Technology,6,0.568834376806239,20,0.3,0.568834376806239
2025-11-03,Telecommunications,2,0.12068340595297587,20,0.1,0.12068340595297587
2025-11-04,Consumer Discretionary,1,0.04585198609281058,20,0.05,0.04585198609281058
2025-11-04,Energy,1,0.007919724104298052,20,0.05,0.007919724104298052
2025-11-04,Financials,5,0.21277628453731795,20,0.25,0.21277628453731795
2025-11-04,Health Care,4,0.19274470283507006,20,0.2,0.19274470283507006
2025-11-04,Industrials,3,0.16543396650582354,20,0.15,0.16543396650582354
2025-11-04,Technology,3,0.21597810392224398,20,0.15,0.21597810392224398
2025-11-04,Telecommunications,2,0.15143793498316915,20,0.1,0.15143793498316915
2025-11-04,Utilities,1,0.00785729701926676,20,0.05,0.00785729701926676
2025-11-05,Consumer Discretionary,2,0.06977722361071723,20,0.1,0.06977722361071723
2025-11-05,Financials,5,0.07904203893908167,20,0.25,0.07904203893908167
2025-11-05,Health Care,2,0.00912102996124141,20,0.1,0.00912102996124141
2025-11-05,Industrials,4,0.335127229069032,20,0.2,0.335127229069032
2025-11-05,Real Estate,1,0.0016409507868421322,20,0.05,0.0016409507868421322
2025-11-05,Technology,5,0.492605411238746,20,0.25,0.492605411238746
2025-11-05,Utilities,1,0.01268611639433942,20,0.05,0.01268611639433942
2025-11-06,Consumer Discretionary,1,0.005609157154576388,20,0.05,0.005609157154576388
2025-11-06,Consumer Staples,2,0.015197934634980304,20,0.1,0.015197934634980304
2025-11-06,Energy,1,0.015993480856695993,20,0.05,0.015993480856695993
2025-11-06,Financials,3,0.09786707767813145,20,0.15,0.09786707767813145
2025-11-06,Health Care,2,0.3184430921126997,20,0.1,0.3184430921126997
2025-11-06,Industrials,4,0.035181869174155944,20,0.2,0.035181869174155944
2025-11-06,Real Estate,1,0.05000675059217869,20,0.05,0.05000675059217869
2025-11-06,Technology,5,0.41691864002917767,20,0.25,0.41691864002917767
2025-11-06,Utilities,1,0.04478199776740368,20,0.05,0.04478199776740368
2025-11-07,Basic Materials,1,0.0016920492175413792,20,0.05,0.0016920492175413792
2025-11-07,Consumer Discretionary,1,0.020942126542506143,20,0.05,0.020942126542506143
2025-11-07,Consumer Staples,1,0.043588052208618215,20,0.05,0.043588052208618215
2025-11-07,Financials,4,0.39520175749481395,20,0.2,0.39520175749481395
2025-11-07,Industrials,5,0.11831717870441336,20,0.25,0.11831717870441336
2025-11-07,Real Estate,2,0.05743649400605668,20,0.1,0.05743649400605668
2025-11-07,Technology,5,0.3153712517930371,20,0.25,0.3153712517930371
2025-11-07,Utilities,1,0.04745109003301314,20,0.05,0.04745109003301314
2025-11-10,Consumer Discretionary,1,0.2,20,0.05,0.2
2025-11-10,Energy,2,0.010599436193586824,20,0.1,0.010599436193586824
2025-11-10,Financials,5,0.2419762844407072,20,0.25,0.2419762844407072
2025-11-10,Health Care,6,0.35338273370742423,20,0.3,0.35338273370742423
2025-11-10,Industrials,1,0.0112909936640218,20,0.05,0.0112909936640218
2025-11-10,Real Estate,1,0.004969072436720486,20,0.05,0.004969072436720486
2025-11-10,Technology,3,0.05620267289257834,20,0.15,0.05620267289257834
2025-11-10,Telecommunications,1,0.121578806664961,20,0.05,0.121578806664961
2025-11-11,Consumer Discretionary,4,0.2953608596571211,20,0.2,0.2953608596571211
2025-11-11,Financials,2,0.021004541103110768,20,0.1,0.021004541103110768
2025-11-11,Health Care,4,0.2790804065959357,20,0.2,0.2790804065959357
2025-11-11,Industrials,3,0.026075798082100053,20,0.15,0.026075798082100053
2025-11-11,Technology,4,0.2339757609367535,20,0.2,0.2339757609367535
2025-11-11,Telecommunications,1,0.08575636847313364,20,0.05,0.08575636847313364
2025-11-11,Utilities,2,0.0587462651518452,20,0.1,0.0587462651518452
2025-11-12,Consumer Discretionary,2,0.22510029885108707,20,0.1,0.22510029885108707
2025-11-12,Energy,1,0.003954607142580554,20,0.05,0.003954607142580554
2025-11-12,Financials,2,0.005256487451005616,20,0.1,0.005256487451005616
2025-11-12,Health Care,3,0.22221701422298198,20,0.15,0.22221701422298198
2025-11-12,Industrials,4,0.034001898927327405,20,0.2,0.034001898927327405
2025-11-12,Technology,7,0.505878534507389,20,0.35,0.505878534507389
2025-11-12,Telecommunications,1,0.0035911588976284344,20,0.05,0.0035911588976284344
2025-11-13,Consumer Discretionary,1,0.01736788713699987,20,0.05,0.01736788713699987
2025-11-13,Consumer Staples,1,0.028789532657597434,20,0.05,0.028789532657597434
2025-11-13,Financials,4,0.08277842334302415,20,0.2,0.08277842334302415
2025-11-13,Health Care,4,0.42702570899556447,20,0.2,0.42702570899556447
2025-11-13,Industrials,4,0.1433819605891929,20,0.2,0.1433819605891929
2025-11-13,Technology,4,0.2658460163760964,20,0.2,0.2658460163760964
2025-11-13,Telecommunications,2,0.034810470901524754,20,0.1,0.034810470901524754
2025-11-14,Consumer Discretionary,1,0.025980282176873967,20,0.05,0.025980282176873967
2025-11-14,Financials,3,0.037679985841237586,20,0.15,0.037679985841237586
2025-11-14,Health Care,6,0.3783021779135958,20,0.3,0.3783021779135958
2025-11-14,Industrials,4,0.08550316550652644,20,0.2,0.08550316550652644
2025-11-14,Technology,4,0.37891981885695225,20,0.2,0.37891981885695225
2025-11-14,Telecommunications,2,0.09361456970481402,20,0.1,0.09361456970481402
2025-11-17,Basic Materials,1,0.029618754321329144,20,0.05,0.029618754321329144
2025-11-17,Consumer Discretionary,1,0.093009712168078,20,0.05,0.093009712168078
2025-11-17,Consumer Staples,2,0.0964670579477808,20,0.1,0.0964670579477808
2025-11-17,Financials,6,0.18324684636017874,20,0.3,0.18324684636017874
2025-11-17,Health Care,2,0.2060073603277772,20,0.1,0.2060073603277772
2025-11-17,Industrials,6,0.3536781623273381,20,0.3,0.3536781623273381
2025-11-17,Technology,1,0.02042636242132469,20,0.05,0.02042636242132469
2025-11-17,Telecommunications,1,0.017545744126193245,20,0.05,0.017545744126193245
2025-11-18,Consumer Discretionary,2,0.04586579707902383,20,0.1,0.04586579707902383
2025-11-18,Consumer Staples,2,0.005501410127381723,20,0.1,0.005501410127381723
2025-11-18,Financials,2,0.006807939151167678,20,0.1,0.006807939151167678
2025-11-18,Health Care,4,0.2201292552774725,20,0.2,0.2201292552774725
2025-11-18,Industrials,3,0.220717536862143,20,0.15,0.220717536862143
2025-11-18,Technology,6,0.4302060067882133,20,0.3,0.4302060067882133
2025-11-18,Telecommunications,1,0.07077205471459799,20,0.05,0.07077205471459799
2025-11-19,Basic Materials,1,0.0026265858353305563,20,0.05,0.0026265858353305563
2025-11-19,Energy,1,0.0009605688081612321,20,0.05,0.0009605688081612321
2025-11-19,Health Care,1,0.18094678440204096,20,0.05,0.18094678440204096
2025-11-19,Industrials,5,0.056989311312990495,20,0.25,0.056989311312990495
2025-11-19,Technology,9,0.7239426080397428,20,0.45,0.7239426080397428
2025-11-19,Telecommunications,2,0.023426206811230216,20,0.1,0.023426206811230216
2025-11-19,Utilities,1,0.01110793479050375,20,0.05,0.01110793479050375
2025-11-20,Basic Materials,2,0.03351431181072811,20,0.1,0.03351431181072811
2025-11-20,Consumer Discretionary,3,0.018960944268762027,20,0.15,0.018960944268762027
2025-11-20,Financials,2,0.009019140239310339,20,0.1,0.009019140239310339
2025-11-20,Health Care,3,0.25993537249333626,20,0.15,0.25993537249333626
2025-11-20,Industrials,3,0.01782155535718056,20,0.15,0.01782155535718056
2025-11-20,Technology,5,0.6105274723643224,20,0.25,0.6105274723643224
2025-11-20,Utilities,2,0.050221203466360664,20,0.1,0.050221203466360664
2025-11-21,Basic Materials,1,0.003714489418893136,20,0.05,0.003714489418893136
2025-11-21,Energy,1,0.011498001407580135,20,0.05,0.011498001407580135
2025-11-21,Financials,3,0.04221030159472446,20,0.15,0.04221030159472446
2025-11-21,Health Care,5,0.23203164444182958,20,0.25,0.23203164444182958
2025-11-21,Industrials,1,0.008857742173177696,20,0.05,0.008857742173177696
2025-11-21,Technology,8,0.6929574181706573,20,0.4,0.6929574181706573
2025-11-21,Utilities,1,0.008730402793137738,20,0.05,0.008730402793137738
2025-11-24,Consumer Discretionary,3,0.07579721174069516,20,0.15,0.07579721174069516
2025-11-24,Financials,3,0.0405681923216734,20,0.15,0.0405681923216734
2025-11-24,Health Care,5,0.42198522926908455,20,0.25,0.42198522926908455
2025-11-24,Industrials,5,0.15807925331847347,20,0.25,0.15807925331847347
2025-11-24,Technology,3,0.2927527028028577,20,0.15,0.2927527028028577
2025-11-24,Telecommunications,1,0.010817410547215845,20,0.05,0.010817410547215845
2025-11-25,Consumer Discretionary,2,0.2054278731505533,20,0.1,0.2054278731505533
2025-11-25,Financials,3,0.02959694327671701,20,0.15,0.02959694327671701
2025-11-25,Health Care,2,0.02484500704878214,20,0.1,0.02484500704878214
2025-11-25,Industrials,7,0.31557521865395954,20,0.35,0.31557521865395954
2025-11-25,Technology,4,0.40044256721142835,20,0.2,0.40044256721142835
2025-11-25,Telecommunications,1,0.010978799571216561,20,0.05,0.010978799571216561
2025-11-25,Utilities,1,0.013133591087343152,20,0.05,0.013133591087343152
2025-11-26,Consumer Discretionary,3,0.13683467010494557,20,0.15,0.13683467010494557
2025-11-26,Consumer Staples,2,0.1692592860108471,20,0.1,0.1692592860108471
2025-11-26,Financials,5,0.11395703528856896,20,0.25,0.11395703528856896
2025-11-26,Health Care,6,0.42067550689566,20,0.3,0.42067550689566
2025-11-26,Industrials,1,0.007517497059173093,20,0.05,0.007517497059173093
2025-11-26,Real Estate,1,0.010421856123145109,20,0.05,0.010421856123145109
2025-11-26,Telecommunications,1,0.011140828920253395,20,0.05,0.011140828920253395
2025-11-26,Utilities,1,0.1301933195974068,20,0.05,0.1301933195974068
2025-11-28,Consumer Discretionary,4,0.10305617109205462,20,0.2,0.10305617109205462
2025-11-28,Consumer Staples,1,0.01791604049511602,20,0.05,0.01791604049511602
2025-11-28,Financials,1,0.0020587452580520488,20,0.05,0.0020587452580520488
2025-11-28,Health Care,7,0.3672319505069577,20,0.35,0.3672319505069577
2025-11-28,Industrials,1,0.0035020946483380207,20,0.05,0.0035020946483380207
2025-11-28,Technology,5,0.45299012364667124,20,0.25,0.45299012364667124
2025-11-28,Telecommunications,1,0.05324487435281039,20,0.05,0.05324487435281039
2025-12-01,Consumer Discretionary,3,0.19464793994187068,20,0.15,0.19464793994187068
2025-12-01,Consumer Staples,2,0.1029718830426354,20,0.1,0.1029718830426354
2025-12-01,Energy,1,0.002099337777345981,20,0.05,0.002099337777345981
2025-12-01,Financials,2,0.05164732690190122,20,0.1,0.05164732690190122
2025-12-01,Health Care,4,0.045436863830463387,20,0.2,0.045436863830463387
2025-12-01,Industrials,2,0.0350989176403319,20,0.1,0.0350989176403319
2025-12-01,Real Estate,1,0.004087925037306015,20,0.05,0.004087925037306015
2025-12-01,Technology,5,0.5640098058281454,20,0.25,0.5640098058281454
2025-12-02,Basic Materials,1,0.00017986531953072978,20,0.05,0.00017986531953072978
2025-12-02,Consumer Discretionary,1,0.005992257489249096,20,0.05,0.005992257489249096
2025-12-02,Consumer Staples,1,0.0021371338296693105,20,0.05,0.0021371338296693105
2025-12-02,Financials,2,0.010558135869786893,20,0.1,0.010558135869786893
2025-12-02,Health Care,3,0.10474542240584148,20,0.15,0.10474542240584148
2025-12-02,Industrials,3,0.08005950555488561,20,0.15,0.08005950555488561
2025-12-02,Technology,8,0.7848627528609026,20,0.4,0.7848627528609026
2025-12-02,Utilities,1,0.011464926670134403,20,0.05,0.011464926670134403
2025-12-03,Basic Materials,1,0.005575881751474111,20,0.05,0.005575881751474111
2025-12-03,Consumer Discretionary,3,0.08717743544797651,20,0.15,0.08717743544797651
2025-12-03,Health Care,3,0.03424327034120447,20,0.15,0.03424327034120447
2025-12-03,Industrials,5,0.20233293065118813,20,0.25,0.20233293065118813
2025-12-03,Technology,7,0.5951011812226887,20,0.35,0.5951011812226887
2025-12-03,Telecommunications,1,0.07556930058546796,20,0.05,0.07556930058546796
2025-12-04,Consumer Discretionary,4,0.22472166574177277,20,0.2,0.22472166574177277
2025-12-04,Consumer Staples,1,0.00482033958375109,20,0.05,0.00482033958375109
2025-12-04,Energy,1,0.005503228797000545,20,0.05,0.005503228797000545
2025-12-04,Financials,1,0.0011172281161542443,20,0.05,0.0011172281161542443
2025-12-04,Health Care,1,0.0028657906444256873,20,0.05,0.0028657906444256873
2025-12-04,Industrials,2,0.030645128544714344,20,0.1,0.030645128544714344
2025-12-04,Technology,9,0.7064195941969512,20,0.45,0.7064195941969512
2025-12-04,Telecommunications,1,0.023907024375230256,20,0.05,0.023907024375230256
2025-12-05,Basic Materials,1,0.06671369265426007,20,0.05,0.06671369265426007
2025-12-05,Consumer Discretionary,4,0.16179022552689748,20,0.2,0.16179022552689748
2025-12-05,Consumer Staples,1,0.019726072329455814,20,0.05,0.019726072329455814
2025-12-05,Financials,3,0.09537866573640984,20,0.15,0.09537866573640984
2025-12-05,Health Care,4,0.266752603188289,20,0.2,0.266752603188289
2025-12-05,Industrials,2,0.06920392591672311,20,0.1,0.06920392591672311
2025-12-05,Technology,5,0.3204348146479646,20,0.25,0.3204348146479646
2025-12-08,Consumer Discretionary,1,0.02079019217520928,20,0.05,0.02079019217520928
2025-12-08,Energy,1,0.007224731470651567,20,0.05,0.007224731470651567
2025-12-08,Financials,2,0.0079148122478442,20,0.1,0.0079148122478442
2025-12-08,Health Care,3,0.2754656007925586,20,0.15,0.2754656007925586
2025-12-08,Industrials,2,0.07046064618985264,20,0.1,0.07046064618985264
2025-12-08,Technology,6,0.48115947052433966,20,0.3,0.48115947052433966
2025-12-08,Telecommunications,4,0.09763404367963796,20,0.2,0.09763404367963796
2025-12-08,Utilities,1,0.03935050291990579,20,0.05,0.03935050291990579
2025-12-09,Consumer Discretionary,3,0.10528297365241072,20,0.15,0.10528297365241072
2025-12-09,Consumer Staples,2,0.0278732828914684,20,0.1,0.0278732828914684
2025-12-09,Financials,2,0.18909486630896033,20,0.1,0.18909486630896033
2025-12-09,Health Care,3,0.016530091288155222,20,0.15,0.016530091288155222
2025-12-09,Technology,9,0.6554063826709627,20,0.45,0.6554063826709627
2025-12-09,Telecommunications,1,0.005812403188042618,20,0.05,0.005812403188042618
2025-12-10,Consumer Discretionary,3,0.06414889848348006,20,0.15,0.06414889848348006
2025-12-10,Consumer Staples,1,0.015534419424294624,20,0.05,0.015534419424294624
2025-12-10,Energy,1,0.006157171467683589,20,0.05,0.006157171467683589
2025-12-10,Financials,1,0.001997634891353552,20,0.05,0.001997634891353552
2025-12-10,Industrials,4,0.08869062713530936,20,0.2,0.08869062713530936
2025-12-10,Technology,9,0.8074227697298448,20,0.45,0.8074227697298448
2025-12-10,Telecommunications,1,0.016048478868034007,20,0.05,0.016048478868034007
2025-12-11,Consumer Discretionary,2,0.06115560375480825,20,0.1,0.06115560375480825
2025-12-11,Consumer Staples,2,0.031151693601662905,20,0.1,0.031151693601662905
2025-12-11,Energy,2,0.20279712268317104,20,0.1,0.20279712268317104
2025-12-11,Health Care,2,0.03791882825280839,20,0.1,0.03791882825280839
2025-12-11,Industrials,5,0.26529150728633977,20,0.25,0.26529150728633977
2025-12-11,Technology,4,0.27780017689810765,20,0.2,0.27780017689810765
2025-12-11,Telecommunications,2,0.09566536467200006,20,0.1,0.09566536467200006
2025-12-11,Utilities,1,0.028219702851101747,20,0.05,0.028219702851101747
2025-12-12,Consumer Discretionary,2,0.061184692141873734,20,0.1,0.061184692141873734
2025-12-12,Consumer Staples,1,0.013666471987226524,20,0.05,0.013666471987226524
2025-12-12,Financials,1,0.005037856646494877,20,0.05,0.005037856646494877
2025-12-12,Health Care,1,0.007913111769432657,20,0.05,0.007913111769432657
2025-12-12,Industrials,5,0.15112050640870958,20,0.25,0.15112050640870958
2025-12-12,Technology,9,0.7482077527390723,20,0.45,0.7482077527390723
2025-12-12,Telecommunications,1,0.012869608307190398,20,0.05,0.012869608307190398
2025-12-15,Consumer Discretionary,1,0.0684690376522437,20,0.05,0.0684690376522437
2025-12-15,Consumer Staples,2,0.04364436778163011,20,0.1,0.04364436778163011
2025-12-15,Energy,1,0.059186213187969836,20,0.05,0.059186213187969836
